account_id,account_name,revenue_type,amount,date_month
0016A00000KXcYjQAL,A. Bisson Ltée,TeleHealth,0.00,2018-06-01
0016A00000KXcYjQAL,A. Bisson Ltée,TeleHealth,55.74,2018-06-01
0016A00000KXcYjQAL,A. Bisson Ltée,TeleHealth,3.41,2018-06-01
0016A00000KXcYjQAL,A. Bisson Ltée,TeleHealth,310.95,2018-07-01
0016A00000KXcYjQAL,A. Bisson Ltée,TeleHealth,0.01,2018-07-01
0016A00000KXcYjQAL,A. Bisson Ltée,TeleHealth,315.00,2018-08-01
0016A00000KXcYjQAL,A. Bisson Ltée,TeleHealth,0.00,2018-08-01
0016A00000KXcYjQAL,A. Bisson Ltée,TeleHealth,315.00,2018-09-01
0016A00000KXcYjQAL,A. Bisson Ltée,TeleHealth,0.00,2018-09-01
0016A00000KXcYjQAL,A. Bisson Ltée,TeleHealth,319.95,2018-10-01
0016A00000KXcYjQAL,A. Bisson Ltée,TeleHealth,0.01,2018-10-01
0016A00000KXcYjQAL,A. Bisson Ltée,TeleHealth,0.00,2018-10-01
0016A00000KXcYjQAL,A. Bisson Ltée,TeleHealth,0.00,2018-10-01
0016A00000KXcYjQAL,A. Bisson Ltée,TeleHealth,329.67,2018-11-01
0016A00000KXcYjQAL,A. Bisson Ltée,TeleHealth,-0.01,2018-11-01
0016A00000KXcYjQAL,A. Bisson Ltée,TeleHealth,0.00,2018-11-01
0016A00000KXcYjQAL,A. Bisson Ltée,TeleHealth,0.00,2018-11-01
0016A00000KXcYjQAL,A. Bisson Ltée,TeleHealth,333.00,2018-12-01
0016A00000KXcYjQAL,A. Bisson Ltée,TeleHealth,0.00,2018-12-01
0016A00000KXcYjQAL,A. Bisson Ltée,TeleHealth,333.00,2019-01-01
0016A00000KXcYjQAL,A. Bisson Ltée,TeleHealth,333.00,2019-02-01
0016A00000ZEdeeQAD,A.J. Jemmsau Inc.,TeleHealth,85.32,2018-09-01
0016A00000ZEdeeQAD,A.J. Jemmsau Inc.,TeleHealth,0.00,2018-09-01
0016A00000ZEdeeQAD,A.J. Jemmsau Inc.,TeleHealth,85.32,2018-10-01
0016A00000ZEdeeQAD,A.J. Jemmsau Inc.,TeleHealth,85.32,2018-11-01
0016A00000ZEdeeQAD,A.J. Jemmsau Inc.,TeleHealth,0.00,2018-11-01
0016A00000ZEdeeQAD,A.J. Jemmsau Inc.,TeleHealth,85.32,2018-12-01
0016A00000ZEdeeQAD,A.J. Jemmsau Inc.,TeleHealth,0.00,2018-12-01
0016A00000ZEdeeQAD,A.J. Jemmsau Inc.,TeleHealth,0.00,2019-01-01
0016A00000ZEdeeQAD,A.J. Jemmsau Inc.,TeleHealth,85.32,2019-01-01
0016A00000ZEdeeQAD,A.J. Jemmsau Inc.,TeleHealth,106.65,2019-02-01
0016A00000EcYuFQAV,A+ Entrepreneurs Généraux,TeleHealth,110.09,2018-03-01
0016A00000EcYuFQAV,A+ Entrepreneurs Généraux,TeleHealth,109.97,2018-04-01
0016A00000EcYuFQAV,A+ Entrepreneurs Généraux,TeleHealth,3.67,2018-04-01
0016A00000EcYuFQAV,A+ Entrepreneurs Généraux,TeleHealth,110.09,2018-05-01
0016A00000EcYuFQAV,A+ Entrepreneurs Généraux,TeleHealth,3.79,2018-05-01
0016A00000EcYuFQAV,A+ Entrepreneurs Généraux,TeleHealth,113.76,2018-06-01
0016A00000EcYuFQAV,A+ Entrepreneurs Généraux,TeleHealth,3.67,2018-06-01
0016A00000EcYuFQAV,A+ Entrepreneurs Généraux,TeleHealth,113.76,2018-07-01
0016A00000EcYuFQAV,A+ Entrepreneurs Généraux,TeleHealth,0.00,2018-07-01
0016A00000EcYuFQAV,A+ Entrepreneurs Généraux,TeleHealth,113.76,2018-08-01
0016A00000EcYuFQAV,A+ Entrepreneurs Généraux,TeleHealth,0.00,2018-08-01
0016A00000EcYuFQAV,A+ Entrepreneurs Généraux,TeleHealth,113.76,2018-09-01
0016A00000EcYuFQAV,A+ Entrepreneurs Généraux,TeleHealth,0.00,2018-09-01
0016A00000EcYuFQAV,A+ Entrepreneurs Généraux,TeleHealth,113.76,2018-10-01
0016A00000EcYuFQAV,A+ Entrepreneurs Généraux,TeleHealth,149.31,2018-11-01
0016A00000EcYuFQAV,A+ Entrepreneurs Généraux,TeleHealth,0.00,2018-11-01
0016A00000EcYuFQAV,A+ Entrepreneurs Généraux,TeleHealth,149.31,2018-12-01
0016A00000EcYuFQAV,A+ Entrepreneurs Généraux,TeleHealth,0.00,2018-12-01
0016A00000EcYuFQAV,A+ Entrepreneurs Généraux,TeleHealth,0.00,2019-01-01
0016A00000EcYuFQAV,A+ Entrepreneurs Généraux,TeleHealth,149.31,2019-01-01
0016A00000EcYuFQAV,A+ Entrepreneurs Généraux,TeleHealth,149.31,2019-02-01
0016A00000AI8YPQA1,ACASS,TeleHealth,328.19,2019-02-01
0016A00000eqGWdQAM,Acasti,TeleHealth,6.75,2019-01-01
0016A00000eqGWdQAM,Acasti,TeleHealth,8.37,2019-02-01
0016A00000hr88qQAA,Acclaim Ability Management Inc,TeleHealth,42.66,2019-02-01
0016A00000NDe8AQAT,AddÉnergie,TeleHealth,439.68,2018-12-01
0016A00000NDe8AQAT,AddÉnergie,TeleHealth,0.00,2018-12-01
0016A00000NDe8AQAT,AddÉnergie,TeleHealth,910.08,2019-01-01
0016A00000NDe8AQAT,AddÉnergie,TeleHealth,938.80,2019-02-01
0016A000005UIMbQAO,Adfast,TeleHealth,153.67,2019-01-01
0016A000005UIMbQAO,Adfast,TeleHealth,651.94,2019-02-01
0016A000005UIH1QAO,AdGear,TeleHealth,551.61,2017-12-01
0016A000005UIH1QAO,AdGear,TeleHealth,4.59,2017-12-01
0016A000005UIH1QAO,AdGear,TeleHealth,-0.01,2017-12-01
0016A000005UIH1QAO,AdGear,TeleHealth,16.59,2018-01-01
0016A000005UIH1QAO,AdGear,TeleHealth,580.65,2018-01-01
0016A000005UIH1QAO,AdGear,TeleHealth,7.31,2018-01-01
0016A000005UIH1QAO,AdGear,TeleHealth,18.39,2018-01-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.15,2018-01-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.00,2018-01-01
0016A000005UIH1QAO,AdGear,TeleHealth,588.21,2018-02-01
0016A000005UIH1QAO,AdGear,TeleHealth,1.72,2018-02-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.55,2018-02-01
0016A000005UIH1QAO,AdGear,TeleHealth,19.35,2018-02-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.24,2018-02-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.01,2018-03-01
0016A000005UIH1QAO,AdGear,TeleHealth,619.35,2018-03-01
0016A000005UIH1QAO,AdGear,TeleHealth,9.35,2018-03-01
0016A000005UIH1QAO,AdGear,TeleHealth,21.79,2018-03-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.06,2018-03-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.02,2018-04-01
0016A000005UIH1QAO,AdGear,TeleHealth,647.67,2018-04-01
0016A000005UIH1QAO,AdGear,TeleHealth,20.11,2018-04-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.00,2018-04-01
0016A000005UIH1QAO,AdGear,TeleHealth,20.65,2018-04-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.31,2018-04-01
0016A000005UIH1QAO,AdGear,TeleHealth,-0.01,2018-05-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.01,2018-05-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.01,2018-05-01
0016A000005UIH1QAO,AdGear,TeleHealth,677.42,2018-05-01
0016A000005UIH1QAO,AdGear,TeleHealth,13.58,2018-05-01
0016A000005UIH1QAO,AdGear,TeleHealth,-4.29,2018-05-01
0016A000005UIH1QAO,AdGear,TeleHealth,-4.29,2018-05-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.00,2018-05-01
0016A000005UIH1QAO,AdGear,TeleHealth,22.33,2018-05-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.69,2018-05-01
0016A000005UIH1QAO,AdGear,TeleHealth,705.70,2018-06-01
0016A000005UIH1QAO,AdGear,TeleHealth,-0.01,2018-06-01
0016A000005UIH1QAO,AdGear,TeleHealth,6.65,2018-06-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.00,2018-06-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.00,2018-06-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.00,2018-06-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.00,2018-06-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.00,2018-06-01
0016A000005UIH1QAO,AdGear,TeleHealth,22.58,2018-06-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.45,2018-06-01
0016A000005UIH1QAO,AdGear,TeleHealth,-2.36,2018-06-01
0016A000005UIH1QAO,AdGear,TeleHealth,-2.36,2018-06-01
0016A000005UIH1QAO,AdGear,TeleHealth,700.00,2018-07-01
0016A000005UIH1QAO,AdGear,TeleHealth,713.90,2018-08-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.00,2018-08-01
0016A000005UIH1QAO,AdGear,TeleHealth,702.00,2018-09-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.00,2018-09-01
0016A000005UIH1QAO,AdGear,TeleHealth,723.90,2018-10-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.01,2018-10-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.00,2018-10-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.00,2018-10-01
0016A000005UIH1QAO,AdGear,TeleHealth,738.30,2018-11-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.01,2018-11-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.00,2018-11-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.00,2018-11-01
0016A000005UIH1QAO,AdGear,TeleHealth,736.80,2018-12-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.00,2018-12-01
0016A000005UIH1QAO,AdGear,TeleHealth,732.90,2019-01-01
0016A000005UIH1QAO,AdGear,TeleHealth,0.01,2019-01-01
0016A000005UIH1QAO,AdGear,TeleHealth,766.40,2019-02-01
0016A000006Ycj7QAC,Admiral Group,TeleHealth,2439.03,2018-12-01
0016A000006Ycj7QAC,Admiral Group,TeleHealth,0.00,2018-12-01
0016A000006Ycj7QAC,Admiral Group,TeleHealth,4104.28,2019-01-01
0016A000006Ycj7QAC,Admiral Group,TeleHealth,4149.50,2019-02-01
0016A00000epMALQA2,Advantag Canada Inc,TeleHealth,110.34,2018-12-01
0016A00000epMALQA2,Advantag Canada Inc,TeleHealth,0.01,2018-12-01
0016A00000epMALQA2,Advantag Canada Inc,TeleHealth,0.00,2018-12-01
0016A00000epMALQA2,Advantag Canada Inc,TeleHealth,0.00,2018-12-01
0016A00000epMALQA2,Advantag Canada Inc,TeleHealth,180.00,2019-01-01
0016A00000epMALQA2,Advantag Canada Inc,TeleHealth,180.00,2019-02-01
0016A000005UH66QAG,Aedifica Case Engineering,TeleHealth,1016.73,2018-11-01
0016A000005UH66QAG,Aedifica Case Engineering,TeleHealth,993.34,2018-12-01
0016A000005UH66QAG,Aedifica Case Engineering,TeleHealth,0.00,2018-12-01
0016A000005UH66QAG,Aedifica Case Engineering,TeleHealth,0.00,2018-12-01
0016A000005UH66QAG,Aedifica Case Engineering,TeleHealth,1014.67,2019-01-01
0016A000005UH66QAG,Aedifica Case Engineering,TeleHealth,-0.01,2019-01-01
0016A000005UH66QAG,Aedifica Case Engineering,TeleHealth,1003.01,2019-02-01
0016A00000MMUPvQAP,agileDSS,TeleHealth,66.50,2018-08-01
0016A00000MMUPvQAP,agileDSS,TeleHealth,0.00,2018-08-01
0016A00000MMUPvQAP,agileDSS,TeleHealth,417.30,2018-09-01
0016A00000MMUPvQAP,agileDSS,TeleHealth,0.01,2018-09-01
0016A00000MMUPvQAP,agileDSS,TeleHealth,0.00,2018-09-01
0016A00000MMUPvQAP,agileDSS,TeleHealth,0.00,2018-09-01
0016A00000MMUPvQAP,agileDSS,TeleHealth,419.70,2018-10-01
0016A00000MMUPvQAP,agileDSS,TeleHealth,0.01,2018-10-01
0016A00000MMUPvQAP,agileDSS,TeleHealth,0.00,2018-10-01
0016A00000MMUPvQAP,agileDSS,TeleHealth,0.00,2018-10-01
0016A00000MMUPvQAP,agileDSS,TeleHealth,421.30,2018-11-01
0016A00000MMUPvQAP,agileDSS,TeleHealth,0.00,2018-11-01
0016A00000MMUPvQAP,agileDSS,TeleHealth,455.80,2018-12-01
0016A00000MMUPvQAP,agileDSS,TeleHealth,0.00,2018-12-01
0016A00000MMUPvQAP,agileDSS,TeleHealth,482.90,2019-01-01
0016A00000MMUPvQAP,agileDSS,TeleHealth,0.01,2019-01-01
0016A00000MMUPvQAP,agileDSS,TeleHealth,363.20,2019-02-01
0016A000005UH22QAG,Agropur,TeleHealth,11216.09,2019-01-01
0016A000005UH22QAG,Agropur,TeleHealth,11280.82,2019-02-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,139.35,2017-12-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,0.01,2018-01-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,106.59,2018-01-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,4.65,2018-01-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,115.71,2018-02-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,0.00,2018-02-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,3.55,2018-02-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,116.13,2018-03-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,4.29,2018-03-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,116.00,2018-04-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,3.87,2018-04-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,116.13,2018-05-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,-10.84,2018-05-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,-10.84,2018-05-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,4.00,2018-05-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,144.00,2018-06-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,37.82,2018-06-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,0.01,2018-06-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,-37.82,2018-06-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,-0.01,2018-06-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,37.82,2018-06-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,0.00,2018-06-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,0.00,2018-06-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,3.87,2018-06-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,-0.75,2018-06-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,-0.75,2018-06-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,144.00,2018-07-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,144.00,2018-08-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,0.00,2018-08-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,144.00,2018-09-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,0.00,2018-09-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,144.00,2018-10-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,0.00,2018-10-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,144.00,2018-11-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,0.00,2018-11-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,144.00,2018-12-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,0.00,2018-12-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,144.00,2019-01-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,136.68,2019-02-01
0016A000005UIEfQAO,Aheeva Technology,TeleHealth,-0.01,2019-02-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,200.32,2017-12-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,200.32,2018-01-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,6.68,2018-01-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,199.61,2018-02-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,6.68,2018-02-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,200.32,2018-03-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,7.39,2018-03-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,200.10,2018-04-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,6.68,2018-04-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,200.32,2018-05-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,6.90,2018-05-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,207.00,2018-06-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,6.68,2018-06-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,207.00,2018-07-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,207.00,2018-08-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,0.00,2018-08-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,207.00,2018-09-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,0.00,2018-09-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,207.00,2018-10-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,0.00,2018-10-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,207.00,2018-11-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,0.00,2018-11-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,207.00,2018-12-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,0.00,2018-12-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,207.00,2019-01-01
0016A00000AGvXAQA1,Aimco Solrec,TeleHealth,215.01,2019-02-01
0016A00000gH93JQAS,Air Bravo Corp,TeleHealth,200.64,2018-12-01
0016A00000gH93JQAS,Air Bravo Corp,TeleHealth,0.00,2018-12-01
0016A00000gH93JQAS,Air Bravo Corp,TeleHealth,308.50,2019-01-01
0016A00000gH93JQAS,Air Bravo Corp,TeleHealth,312.84,2019-02-01
0016A000005UHn6QAG,Air Canada,TeleHealth,8.88,2018-08-01
0016A000005UHn6QAG,Air Canada,TeleHealth,137.40,2018-08-01
0016A000005UHn6QAG,Air Canada,TeleHealth,26.70,2018-08-01
0016A000005UHn6QAG,Air Canada,TeleHealth,13.38,2018-08-01
0016A000005UHn6QAG,Air Canada,TeleHealth,276.00,2018-08-01
0016A000005UHn6QAG,Air Canada,TeleHealth,2252.70,2018-08-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.01,2018-08-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-08-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-08-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-08-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-08-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-08-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-08-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-08-01
0016A000005UHn6QAG,Air Canada,TeleHealth,12.00,2018-09-01
0016A000005UHn6QAG,Air Canada,TeleHealth,180.00,2018-09-01
0016A000005UHn6QAG,Air Canada,TeleHealth,36.00,2018-09-01
0016A000005UHn6QAG,Air Canada,TeleHealth,18.00,2018-09-01
0016A000005UHn6QAG,Air Canada,TeleHealth,372.00,2018-09-01
0016A000005UHn6QAG,Air Canada,TeleHealth,3005.82,2018-09-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-09-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-09-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-09-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-09-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-09-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-09-01
0016A000005UHn6QAG,Air Canada,TeleHealth,11.64,2018-10-01
0016A000005UHn6QAG,Air Canada,TeleHealth,180.18,2018-10-01
0016A000005UHn6QAG,Air Canada,TeleHealth,36.00,2018-10-01
0016A000005UHn6QAG,Air Canada,TeleHealth,18.00,2018-10-01
0016A000005UHn6QAG,Air Canada,TeleHealth,370.62,2018-10-01
0016A000005UHn6QAG,Air Canada,TeleHealth,2956.26,2018-10-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-10-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-10-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-10-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-10-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-10-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-10-01
0016A000005UHn6QAG,Air Canada,TeleHealth,6.00,2018-11-01
0016A000005UHn6QAG,Air Canada,TeleHealth,180.00,2018-11-01
0016A000005UHn6QAG,Air Canada,TeleHealth,32.40,2018-11-01
0016A000005UHn6QAG,Air Canada,TeleHealth,18.00,2018-11-01
0016A000005UHn6QAG,Air Canada,TeleHealth,366.00,2018-11-01
0016A000005UHn6QAG,Air Canada,TeleHealth,2913.78,2018-11-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-11-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-11-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-11-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-11-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-11-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-11-01
0016A000005UHn6QAG,Air Canada,TeleHealth,6.00,2018-12-01
0016A000005UHn6QAG,Air Canada,TeleHealth,180.00,2018-12-01
0016A000005UHn6QAG,Air Canada,TeleHealth,30.00,2018-12-01
0016A000005UHn6QAG,Air Canada,TeleHealth,18.00,2018-12-01
0016A000005UHn6QAG,Air Canada,TeleHealth,368.52,2018-12-01
0016A000005UHn6QAG,Air Canada,TeleHealth,2904.18,2018-12-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-12-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-12-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-12-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-12-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-12-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.00,2018-12-01
0016A000005UHn6QAG,Air Canada,TeleHealth,6.00,2019-01-01
0016A000005UHn6QAG,Air Canada,TeleHealth,184.86,2019-01-01
0016A000005UHn6QAG,Air Canada,TeleHealth,32.34,2019-01-01
0016A000005UHn6QAG,Air Canada,TeleHealth,0.01,2019-01-01
0016A000005UHn6QAG,Air Canada,TeleHealth,18.00,2019-01-01
0016A000005UHn6QAG,Air Canada,TeleHealth,372.00,2019-01-01
0016A000005UHn6QAG,Air Canada,TeleHealth,2884.86,2019-01-01
0016A000005UHn6QAG,Air Canada,TeleHealth,-0.01,2019-01-01
0016A000005UHn6QAG,Air Canada,TeleHealth,6.00,2019-02-01
0016A000005UHn6QAG,Air Canada,TeleHealth,195.42,2019-02-01
0016A000005UHn6QAG,Air Canada,TeleHealth,36.42,2019-02-01
0016A000005UHn6QAG,Air Canada,TeleHealth,18.00,2019-02-01
0016A000005UHn6QAG,Air Canada,TeleHealth,376.26,2019-02-01
0016A000005UHn6QAG,Air Canada,TeleHealth,2976.84,2019-02-01
0016A00000MLqTNQA1,Airmedic,TeleHealth,7.14,2018-02-01
0016A00000MLqTNQA1,Airmedic,TeleHealth,25.81,2018-03-01
0016A00000MLqTNQA1,Airmedic,TeleHealth,192.86,2018-03-01
